SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS,,,,,,,,,,
,,,,,,,,,,
REDE:,Piezometria,,,,,,,,,
,,,,,,,,,,
CÓDIGO,NOME,DISTRITO,CONCELHO,FREGUESIA,BACIA,ALTITUDE (M),COORD_X (M),COORD_Y (M),SISTEMA AQUÍFERO,ESTADO
606/1050,,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,57.11,212434,12477,M10 - S. JOÃO DA VENDA - QUELFES,EM RESERVA
606/1057,,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,48.62,208180,12060,M12 - CAMPINA DE FARO,EM SERVIÇO
606/1092,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,10,205650,10950,M12 - CAMPINA DE FARO,
606/1118,,FARO,LOULÉ,QUARTEIRA,RIBEIRAS DO ALGARVE,5.54,205022.47,10524.03,M12 - CAMPINA DE FARO,EM RESERVA
606/1122,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,40.11,207835,10082,M12 - CAMPINA DE FARO,ENTULHADO
606/1461,,FARO,FARO,-,RIBEIRAS DO ALGARVE,29.58,212192.88,11681.24,M12 - CAMPINA DE FARO,EM RESERVA
606/1623,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,36.31,201838.48,16202.89,M7 - QUARTEIRA,EM RESERVA
606/1624,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,5.59,200509,12957,M7 - QUARTEIRA,
606/1625,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,5.59,200511,12959,M7 - QUARTEIRA,
606/1639,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,40,207817,10078,M12 - CAMPINA DE FARO,
606/319,,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,52.46,213553,13922,M9 - ALMANSIL - MEDRONHAL,ABANDONADO
606/953,,FARO,LOULÉ,QUARTEIRA,RIBEIRAS DO ALGARVE,40.09,202792.53,13482.23,M7 - QUARTEIRA,EM RESERVA
606/979,,FARO,LOULÉ,BOLIQUEIME,RIBEIRAS DO ALGARVE,67.1,201024,18635,M7 - QUARTEIRA,EM RESERVA
607/217,,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,48,222800,11900,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
607/25,,FARO,FARO,SANTA BÁRBARA DE NEXE,RIBEIRAS DO ALGARVE,45.1,216100,12300,M9 - ALMANSIL - MEDRONHAL,EM SERVIÇO
607/259,,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,90,223300,13100,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
607/278,,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,72.94,224384.12,12245.19,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
607/319,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,55,230650,11590,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
607/378,,FARO,OLHÃO,-,RIBEIRAS DO ALGARVE,133.88,230119,19606,M13 - PERAL - MONCARAPACHO,EM RESERVA
607/390,,FARO,OLHÃO,-,RIBEIRAS DO ALGARVE,219.05,225838,17253,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM RESERVA
607/41,,FARO,FARO,SANTA BÁRBARA DE NEXE,RIBEIRAS DO ALGARVE,88.73,217030,14180,M9 - ALMANSIL - MEDRONHAL,EM SERVIÇO
607/419,,FARO,FARO,SANTA BÁRBARA DE NEXE,RIBEIRAS DO ALGARVE,268,216850,17200,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
607/451,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,114.9,229686,16650,M13 - PERAL - MONCARAPACHO,ABANDONADO
607/467,,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,42,218020,12450,M9 - ALMANSIL - MEDRONHAL,EM SERVIÇO
607/476,,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,76.81,224350,12560,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
607/484,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,34.98,230144,10820,M10 - S. JOÃO DA VENDA - QUELFES,ABANDONADO
607/485,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,49.25,229600,12400,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
607/486,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,70.39,231656,15272,M13 - PERAL - MONCARAPACHO,EM SERVIÇO
607/488,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,136.3,228600,15950,M13 - PERAL - MONCARAPACHO,EM SERVIÇO
607/489,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,138.06,228400,17700,M13 - PERAL - MONCARAPACHO,EM SERVIÇO
607/492,,FARO,SÃO BRÁS DE ALPORTEL,SÃO BRÁS DE ALPORTEL,RIBEIRAS DO ALGARVE,161.26,227227,18111,M13 - PERAL - MONCARAPACHO,EM SERVIÇO
607/493,,FARO,OLHÃO,PECHÃO,RIBEIRAS DO ALGARVE,42.68,223148,10786,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
607/498,,FARO,FARO,CONCEIÇÃO,RIBEIRAS DO ALGARVE,25,216680,10550,M12 - CAMPINA DE FARO,EM SERVIÇO
607/564,,FARO,OLHÃO,-,RIBEIRAS DO ALGARVE,42.51,226756,11478,M10 - S. JOÃO DA VENDA - QUELFES,EM RESERVA
607/867,,FARO,OLHÃO,-,RIBEIRAS DO ALGARVE,54.89,224477.81,10095.46,M10 - S. JOÃO DA VENDA - QUELFES,EM RESERVA
607/874,,FARO,OLHÃO,-,RIBEIRAS DO ALGARVE,115,229647,16824,M13 - PERAL - MONCARAPACHO,
607/884,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,65,230488,13618,M10 - S. JOÃO DA VENDA - QUELFES,ABANDONADO
607/93,,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,51.61,219310,13481,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
608/143,,FARO,TAVIRA,LUZ,RIBEIRAS DO ALGARVE,39.18,237024,15447,M15 - LUZ - TAVIRA,EM SERVIÇO
608/266,,FARO,TAVIRA,LUZ,RIBEIRAS DO ALGARVE,15,236150,13200,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
608/268,,FARO,TAVIRA,LUZ,RIBEIRAS DO ALGARVE,14,236950,12050,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
608/286,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,11.08,233865,12108,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
608/296,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,37,232250,13310,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
608/433,,FARO,TAVIRA,SANTO ESTÊVÃO,RIBEIRAS DO ALGARVE,53,235780,18420,M14 - MALHÃO,EM SERVIÇO
608/437,,FARO,TAVIRA,SANTO ESTÊVÃO,RIBEIRAS DO ALGARVE,114,236570,18350,M14 - MALHÃO,EM SERVIÇO
608/454,,FARO,TAVIRA,LUZ,RIBEIRAS DO ALGARVE,48.64,234181,15755,M15 - LUZ - TAVIRA,EM SERVIÇO
608/462,,FARO,TAVIRA,LUZ,RIBEIRAS DO ALGARVE,41.22,237480,15600,M15 - LUZ - TAVIRA,EM SERVIÇO
608/465,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,17.42,233850,12600,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
608/466,,FARO,TAVIRA,LUZ,RIBEIRAS DO ALGARVE,26.39,235400,13400,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
608/467,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,73.65,233050,16810,M13 - PERAL - MONCARAPACHO,EM SERVIÇO
608/468,,FARO,TAVIRA,SANTO ESTÊVÃO,RIBEIRAS DO ALGARVE,113.28,233200,18000,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
608/580,,FARO,TAVIRA,LUZ,RIBEIRAS DO ALGARVE,27.66,238584.92,13869.31,M15 - LUZ - TAVIRA,
608/581,,FARO,TAVIRA,LUZ,RIBEIRAS DO ALGARVE,27.52,238608.5,13849.38,M15 - LUZ - TAVIRA,
608/582,,FARO,TAVIRA,-,RIBEIRAS DO ALGARVE,15.84,241521.82,15830.22,M15 - LUZ - TAVIRA,
608/583,,FARO,TAVIRA,-,RIBEIRAS DO ALGARVE,13.04,241519.17,15837.28,M15 - LUZ - TAVIRA,
609/7,,FARO,VILA DO BISPO,SAGRES,RIBEIRAS DO ALGARVE,57.23,128080,9250,M1 - COVÕES,EM SERVIÇO
610/167,,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,4.13,211481,9933,M12 - CAMPINA DE FARO,ABANDONADO
610/213,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,24.11,210085,7761,M12 - CAMPINA DE FARO,ABANDONADO
610/232,,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,17,208971.7,8954.9,M12 - CAMPINA DE FARO,
610/6,,FARO,FARO,-,RIBEIRAS DO ALGARVE,13.03,214580,6400,M12 - CAMPINA DE FARO,EM SERVIÇO
610/65,,FARO,FARO,-,RIBEIRAS DO ALGARVE,12,214120,5950,M12 - CAMPINA DE FARO,EM SERVIÇO
611/155,,FARO,FARO,CONCEIÇÃO,RIBEIRAS DO ALGARVE,13,218140,8160,M12 - CAMPINA DE FARO,EM SERVIÇO
611/182,,FARO,FARO,FARO (SÉ),RIBEIRAS DO ALGARVE,7.72,219720,6910,M12 - CAMPINA DE FARO,EM SERVIÇO
611/200,,FARO,FARO,CONCEIÇÃO,RIBEIRAS DO ALGARVE,11.93,218303,8224,M12 - CAMPINA DE FARO,EM SERVIÇO
611/202,,FARO,FARO,FARO (SÉ),RIBEIRAS DO ALGARVE,13,219005,8405,M12 - CAMPINA DE FARO,EM SERVIÇO
611/209,,FARO,FARO,FARO (SÃO PEDRO),RIBEIRAS DO ALGARVE,15.51,216780,9578,M12 - CAMPINA DE FARO,EM SERVIÇO
611/217,,FARO,FARO,FARO (SÉ),RIBEIRAS DO ALGARVE,17.93,220750,7670,M12 - CAMPINA DE FARO,EM SERVIÇO
611/230,,FARO,FARO,FARO (SÃO PEDRO),RIBEIRAS DO ALGARVE,12.68,216457,9264,M12 - CAMPINA DE FARO,EM SERVIÇO
611/231,,FARO,OLHÃO,PECHÃO,RIBEIRAS DO ALGARVE,42.3,223796,9385,M11 - CHÃO DE CEVADA - QUINTA JOÃO DE OURÉM,EM SERVIÇO
611/233,,FARO,FARO,FARO (SÃO PEDRO),RIBEIRAS DO ALGARVE,19.46,217827,9805,M12 - CAMPINA DE FARO,EM SERVIÇO
611/234,,FARO,FARO,FARO (SÃO PEDRO),RIBEIRAS DO ALGARVE,19.4,217828,9794,M12 - CAMPINA DE FARO,EM SERVIÇO
611/236,,FARO,FARO,FARO (SÃO PEDRO),RIBEIRAS DO ALGARVE,10.36,217080,7692,M12 - CAMPINA DE FARO,EM SERVIÇO
611/237,,FARO,FARO,FARO (SÃO PEDRO),RIBEIRAS DO ALGARVE,10.19,217096,7688,M12 - CAMPINA DE FARO,EM SERVIÇO
611/238,,FARO,FARO,CONCEIÇÃO,RIBEIRAS DO ALGARVE,40.27,221810,9400,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
611/4,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,4.8,231719.75,8973.37,M10 - S. JOÃO DA VENDA - QUELFES,ABANDONADO
611/77,,FARO,OLHÃO,PECHÃO,RIBEIRAS DO ALGARVE,38,225150,9120,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO
611/91,,FARO,OLHÃO,PECHÃO,RIBEIRAS DO ALGARVE,15.5,224816,7602,M12 - CAMPINA DE FARO,EM SERVIÇO
68/2,,BRAGA,ESPOSENDE,APÚLIA,CÁVADO/RIBEIRAS COSTEIRAS,10,147750,503380,A0 - MACIÇO ANTIGO INDIFERENCIADO,
82/16,,PORTO,PÓVOA DE VARZIM,AGUÇADOURA,CÁVADO/RIBEIRAS COSTEIRAS,9.75,146290,497150,A0 - MACIÇO ANTIGO INDIFERENCIADO,
96/25,,PORTO,PÓVOA DE VARZIM,ARGIVAI,AVE/LEÇA,15.24,149800,489120,A0 - MACIÇO ANTIGO INDIFERENCIADO,
98/N2,,PORTO,SANTO TIRSO,REBORDÕES,AVE/LEÇA,109,175288,487266,A0 - MACIÇO ANTIGO INDIFERENCIADO,
,,,,,,,,,,
,,,,,,,,,,
Dados obtidos através do site http://snirh.apambiente.pt em 27/02/2022 17:37,,,,,,,,,,
